employeeid,age,attrition,businesstravel,department,distancefromhome,education,educationfield,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement,performancerating,mean_time
148,25,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,3,Laboratory Technician,Married,26600,5.0,13,0,6.0,3,2,0,2,1.0,1.0,3.0,3,3,6.134392012494167
149,52,No,Travel_Rarely,Research & Development,26,2,Life Sciences,Female,2,Sales Representative,Married,33750,2.0,21,0,28.0,2,5,0,4,4.0,3.0,3.0,2,4,7.997580321285
150,45,No,Travel_Rarely,Research & Development,2,3,Medical,Female,1,Sales Executive,Married,50980,3.0,14,1,8.0,4,2,0,2,1.0,4.0,2.0,3,3,6.460577867023611
151,52,No,Travel_Rarely,Research & Development,12,3,Medical,Male,2,Research Scientist,Married,48780,2.0,11,1,31.0,3,5,1,4,4.0,4.0,1.0,3,3,6.8915774207941665
152,42,No,Travel_Frequently,Sales,10,3,Marketing,Female,2,Healthcare Representative,Divorced,28370,2.0,13,1,19.0,0,5,0,2,1.0,3.0,3.0,2,3,6.384019410977222
153,30,No,Travel_Rarely,Sales,25,3,Marketing,Male,1,Sales Executive,Single,24060,2.0,20,1,11.0,5,5,0,2,3.0,4.0,3.0,3,4,6.763717090584445
154,60,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,1,Manufacturing Director,Married,22690,5.0,18,1,33.0,4,29,11,10,1.0,1.0,1.0,3,3,5.743501784917222
155,46,No,Travel_Rarely,Sales,19,4,Marketing,Female,1,Sales Executive,Divorced,41080,2.0,14,0,19.0,5,10,0,8,3.0,3.0,2.0,2,3,7.243524096385277
156,42,No,Travel_Frequently,Research & Development,18,4,Technical Degree,Male,4,Sales Executive,Married,132060,0.0,13,2,7.0,2,6,0,4,4.0,4.0,4.0,3,3,6.3037840249886115
157,24,Yes,Travel_Rarely,Research & Development,27,2,Medical,Male,1,Research Scientist,Single,104220,1.0,17,1,6.0,0,5,1,4,1.0,2.0,3.0,2,3,10.092957385095833
158,34,Yes,Travel_Frequently,Research & Development,5,3,Medical,Male,2,Research Scientist,Divorced,137440,0.0,20,1,3.0,3,2,1,0,4.0,3.0,2.0,3,4,5.656244979919444
159,38,No,Travel_Frequently,Sales,3,3,Marketing,Female,2,Sales Executive,Married,49070,1.0,11,1,1.0,3,1,0,0,4.0,4.0,3.0,3,3,8.177834672021389
160,40,No,Travel_Rarely,Sales,26,4,Marketing,Female,1,Sales Executive,Married,34820,0.0,18,1,21.0,2,20,1,12,3.0,3.0,3.0,2,3,5.543419232485277
161,26,No,Travel_Rarely,Research & Development,3,2,Medical,Female,4,Healthcare Representative,Divorced,24360,1.0,24,0,3.0,2,3,0,2,1.0,4.0,1.0,4,4,5.726736947791111
162,30,No,Non-Travel,Research & Development,15,3,Medical,Female,2,Sales Executive,Married,23800,4.0,18,3,9.0,2,5,1,4,3.0,4.0,1.0,2,3,7.429330655956944
163,29,No,Travel_Rarely,Research & Development,8,3,Medical,Female,3,Manufacturing Director,Married,194310,1.0,11,0,10.0,3,10,0,7,2.0,3.0,3.0,3,3,6.973972556894167
164,29,Yes,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,3,Research Scientist,Married,17900,5.0,16,1,6.0,4,2,1,1,3.0,2.0,4.0,2,3,6.330712851405556
165,19,Yes,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Sales Executive,Single,76440,1.0,15,2,1.0,2,1,0,0,1.0,4.0,4.0,3,3,7.429799196786944
166,30,No,Non-Travel,Research & Development,2,4,Life Sciences,Female,3,Research Scientist,Married,51310,0.0,15,1,10.0,2,9,7,8,3.0,1.0,3.0,3,3,6.448983712628055
167,57,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,4,Research Scientist,Divorced,63060,3.0,12,1,32.0,3,1,0,0,1.0,4.0,2.0,3,3,5.835846720214167
168,50,No,Travel_Rarely,Sales,10,4,Life Sciences,Female,3,Manager,Married,47870,0.0,12,0,28.0,3,27,15,7,2.0,3.0,3.0,3,3,7.005148371262778
169,30,No,Non-Travel,Sales,10,2,Life Sciences,Male,3,Laboratory Technician,Single,188800,0.0,22,1,12.0,3,11,6,7,3.0,4.0,2.0,3,4,6.059211289602778
170,60,No,Travel_Frequently,Research & Development,16,3,Life Sciences,Female,4,Laboratory Technician,Married,23390,4.0,20,0,22.0,4,18,13,11,3.0,1.0,4.0,3,4,6.696197010263056
171,47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,5,Manufacturing Director,Divorced,135700,5.0,16,2,20.0,2,5,0,4,1.0,4.0,3.0,2,3,7.213215082552222
172,46,No,Travel_Rarely,Sales,4,1,Technical Degree,Male,1,Laboratory Technician,Married,67120,6.0,21,1,26.0,3,3,0,1,1.0,3.0,1.0,2,4,6.613843150379167
173,35,No,Travel_Rarely,Research & Development,15,2,Medical,Female,2,Laboratory Technician,Single,54060,0.0,12,1,6.0,2,5,4,3,4.0,3.0,3.0,3,3,6.09344042838
174,54,No,Travel_Rarely,Research & Development,2,4,Medical,Male,2,Human Resources,Single,89380,7.0,11,3,19.0,2,1,0,0,3.0,3.0,3.0,3,3,7.405392681838333
175,34,No,Travel_Rarely,Sales,8,2,Life Sciences,Male,1,Laboratory Technician,Divorced,24390,3.0,11,2,14.0,2,7,5,7,4.0,3.0,3.0,4,3,7.1289770191877775
176,46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,88370,2.0,18,0,15.0,3,3,1,2,3.0,4.0,3.0,2,3,8.626556224899444
177,31,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,2,Research Director,Divorced,53430,1.0,14,1,13.0,3,13,0,8,3.0,2.0,4.0,3,3,6.04515729585
178,33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,4,Research Director,Married,67280,7.0,22,0,15.0,2,7,7,7,2.0,3.0,4.0,2,4,7.966945560017778
179,33,Yes,Travel_Rarely,Sales,5,4,Marketing,Male,2,Research Director,Divorced,66520,7.0,25,0,8.0,5,4,1,3,1.0,4.0,3.0,3,4,6.825259928603056
180,30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,48500,0.0,12,1,4.0,4,3,1,2,4.0,2.0,3.0,3,3,6.266600847835556
181,35,No,Travel_Rarely,Research & Development,12,2,Medical,Female,2,Sales Representative,Married,28090,4.0,23,1,10.0,2,8,0,0,4.0,3.0,3.0,1,4,8.626478134761111
182,31,Yes,Travel_Frequently,Research & Development,22,2,Medical,Female,2,Sales Executive,Married,56890,3.0,15,2,12.0,2,1,0,0,1.0,3.0,3.0,2,3,6.032698572065834
183,34,Yes,Travel_Frequently,Sales,17,1,Marketing,Male,1,Research Director,Divorced,20010,9.0,22,1,11.0,5,3,0,2,2.0,1.0,3.0,4,4,10.4656659973225
184,42,No,Travel_Frequently,Research & Development,2,4,Medical,Female,1,Research Scientist,Married,29770,4.0,15,3,8.0,3,2,2,0,2.0,3.0,3.0,2,3,7.40286702365
185,36,No,Non-Travel,Research & Development,3,4,Medical,Male,1,Research Scientist,Single,40250,1.0,11,0,10.0,3,10,9,7,2.0,4.0,2.0,3,3,7.084090807675
186,22,Yes,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Laboratory Technician,Single,37850,5.0,13,2,4.0,2,2,1,2,3.0,3.0,3.0,3,3,6.032679607318055
187,48,No,Travel_Rarely,Research & Development,6,3,Medical,Male,1,Laboratory Technician,Married,108540,2.0,14,1,14.0,6,9,6,7,2.0,4.0,3.0,3,3,6.289530343596389
188,55,No,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Sales Executive,Single,120310,3.0,11,0,37.0,5,10,7,7,1.0,2.0,3.0,3,3,6.945580098170278
189,41,No,Non-Travel,Research & Development,3,2,Life Sciences,Female,2,Research Scientist,Single,99360,7.0,17,1,16.0,2,14,1,10,4.0,4.0,3.0,2,3,5.719563810798611
190,35,No,Travel_Rarely,Research & Development,22,3,Medical,Female,1,Sales Representative,Married,29660,9.0,18,0,15.0,2,11,6,9,2.0,3.0,3.0,2,3,5.628176037483056
191,40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,Female,2,Laboratory Technician,Single,25710,7.0,14,0,22.0,1,20,5,13,2.0,3.0,3.0,3,3,7.154422132976111
192,39,No,Travel_Frequently,Research & Development,12,1,Medical,Male,1,Research Scientist,Married,99910,1.0,16,1,8.0,3,8,0,7,3.0,3.0,3.0,3,3,6.863467202141667
193,31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,3,Research Director,Single,61420,4.0,13,2,10.0,2,6,0,5,2.0,4.0,4.0,2,3,8.479462293618889
194,42,No,Travel_Rarely,Research & Development,5,3,Medical,Male,3,Sales Executive,Married,53900,1.0,14,0,10.0,3,10,5,8,4.0,1.0,2.0,3,3,10.243352298081112
195,45,No,Travel_Rarely,Research & Development,2,1,Medical,Female,4,Sales Executive,Married,44040,0.0,23,0,9.0,2,8,3,7,4.0,2.0,4.0,3,4,6.725804328424722
196,26,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,2,Laboratory Technician,Divorced,59930,0.0,12,0,8.0,3,7,1,0,3.0,3.0,2.0,3,3,9.005943775100278
197,29,No,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Research Scientist,Divorced,51300,4.0,11,0,8.0,3,3,1,2,4.0,4.0,4.0,2,3,6.769503569834722
198,33,No,Travel_Rarely,Research & Development,16,3,Medical,Female,1,Laboratory Technician,Divorced,20900,4.0,16,0,10.0,2,6,0,5,1.0,3.0,3.0,3,3,7.1647534582775
199,31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,1,Sales Executive,Divorced,29090,9.0,14,2,10.0,2,5,0,1,3.0,4.0,2.0,3,3,6.307388442659445
200,18,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,Male,1,Sales Executive,Single,34680,1.0,18,2,0.0,4,0,0,0,2.0,2.0,3.0,4,3,8.933678045515277
201,40,No,Non-Travel,Research & Development,1,4,Technical Degree,Female,2,Laboratory Technician,Divorced,30680,3.0,19,0,20.0,3,1,0,1,3.0,1.0,3.0,2,3,6.604520303435834
202,41,No,Non-Travel,Research & Development,23,3,Life Sciences,Male,2,Manufacturing Director,Single,26700,2.0,15,2,10.0,2,8,0,7,1.0,3.0,3.0,2,3,8.58350066934389
203,26,No,Travel_Rarely,Research & Development,9,4,Medical,Male,3,Healthcare Representative,Divorced,26930,5.0,17,3,8.0,3,0,0,0,1.0,3.0,3.0,2,3,5.532923917893611
204,35,No,Travel_Rarely,Research & Development,16,4,Medical,Male,2,Human Resources,Single,95260,1.0,15,0,5.0,2,5,0,3,1.0,3.0,3.0,2,3,5.792482150825278
205,34,No,Travel_Rarely,Research & Development,26,3,Medical,Male,1,Laboratory Technician,Single,52370,1.0,19,1,10.0,3,10,5,7,4.0,4.0,3.0,2,3,6.097392904953056
206,26,Yes,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Single,24260,1.0,22,0,1.0,3,1,0,0,3.0,4.0,1.0,1,4,8.189085229808056
207,37,No,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,1,Sales Executive,Single,41930,4.0,16,1,12.0,5,6,1,2,2.0,4.0,4.0,3,3,7.1227253458275
208,46,No,Travel_Frequently,Research & Development,4,1,Medical,Male,5,Human Resources,Married,29110,5.0,13,0,28.0,3,2,1,2,1.0,3.0,2.0,3,3,5.6736189201247225
209,41,No,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,1,Research Director,Married,26610,7.0,14,1,22.0,2,18,11,8,2.0,1.0,3.0,3,3,7.396790495314445
210,37,No,Non-Travel,Research & Development,7,2,Medical,Male,1,Sales Executive,Divorced,20280,1.0,16,1,9.0,3,9,7,7,1.0,2.0,3.0,3,3,7.265457385095833
211,52,No,Travel_Rarely,Sales,2,1,Medical,Male,1,Laboratory Technician,Divorced,99800,0.0,11,1,18.0,2,10,6,9,4.0,1.0,3.0,3,3,8.893444890673612
212,32,Yes,Non-Travel,Research & Development,7,2,Life Sciences,Female,2,Research Director,Married,32980,8.0,22,0,6.0,4,4,1,2,4.0,3.0,3.0,2,4,5.800688308790556
213,24,No,Travel_Frequently,Sales,22,3,Life Sciences,Female,1,Healthcare Representative,Married,29350,0.0,14,2,3.0,5,2,2,1,4.0,4.0,3.0,2,3,5.861314145470556
214,38,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,1,Research Scientist,Married,154270,3.0,16,1,18.0,2,1,0,0,3.0,3.0,3.0,3,3,5.778331102186389
215,37,No,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,5,Research Scientist,Married,39440,6.0,11,2,8.0,3,6,4,3,2.0,2.0,2.0,3,3,6.566608656849445
216,49,No,Travel_Rarely,Sales,21,1,Life Sciences,Male,1,Sales Executive,Divorced,40110,1.0,18,2,31.0,2,31,0,9,4.0,3.0,3.0,1,3,10.43528558679139
217,24,No,Travel_Rarely,Sales,1,3,Marketing,Female,1,Sales Executive,Married,34070,1.0,15,2,6.0,2,6,1,4,2.0,4.0,3.0,2,3,8.333743864346111
218,26,No,Travel_Rarely,Research & Development,19,4,Technical Degree,Female,4,Sales Executive,Married,119940,1.0,14,1,6.0,6,5,1,4,1.0,2.0,4.0,3,3,7.175858991521389
219,24,No,Travel_Rarely,Sales,7,3,Medical,Female,1,Laboratory Technician,Married,12320,1.0,12,0,1.0,4,1,0,0,4.0,2.0,3.0,1,3,6.3577933958052775
220,50,No,Travel_Frequently,Sales,2,2,Marketing,Male,1,Sales Executive,Married,29600,1.0,14,3,32.0,2,32,10,7,1.0,2.0,3.0,3,3,6.652788933511666
221,25,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Research Scientist,Married,190940,1.0,16,0,7.0,3,7,0,6,2.0,3.0,3.0,2,3,6.754674252565556
222,24,Yes,Travel_Frequently,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,39190,1.0,21,0,6.0,3,6,1,2,1.0,3.0,3.0,3,4,10.695008924587222
223,30,Yes,Travel_Frequently,Research & Development,9,3,Other,Male,2,Healthcare Representative,Married,68250,1.0,14,0,1.0,2,1,0,0,2.0,1.0,4.0,3,3,6.4357128514055555
224,34,No,Travel_Rarely,Sales,6,2,Life Sciences,Male,4,Research Director,Married,102480,1.0,12,1,6.0,4,6,1,3,2.0,4.0,3.0,3,3,8.2626695671575
225,31,Yes,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,189470,2.0,12,2,9.0,2,3,1,2,2.0,1.0,1.0,2,3,6.4150401606425
226,35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,5,Sales Executive,Single,24960,4.0,17,3,9.0,3,3,0,2,1.0,4.0,3.0,3,3,7.606242748772778
227,31,No,Travel_Rarely,Sales,1,3,Marketing,Female,2,Sales Executive,Divorced,64650,4.0,17,0,13.0,3,7,5,7,1.0,4.0,4.0,3,3,5.930352521195833
228,27,No,Travel_Rarely,Sales,22,4,Medical,Male,1,Sales Representative,Divorced,22060,0.0,14,1,6.0,4,5,0,3,1.0,3.0,2.0,3,3,7.571142347166389
229,37,No,Travel_Rarely,Sales,9,4,Marketing,Female,2,Laboratory Technician,Married,20860,4.0,14,0,17.0,3,3,1,0,4.0,3.0,2.0,3,3,8.668834225791944
230,20,No,Travel_Rarely,Research & Development,17,4,Medical,Female,1,Sales Representative,Single,22930,1.0,13,2,1.0,3,1,0,0,4.0,2.0,4.0,1,3,6.890585676037222
231,42,No,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,2,Manufacturing Director,Married,26450,1.0,15,0,10.0,5,10,2,2,3.0,4.0,3.0,3,3,7.069645247657222
232,43,No,Travel_Rarely,Research & Development,10,5,Technical Degree,Female,2,Sales Executive,Divorced,26830,4.0,11,0,21.0,3,1,0,0,2.0,4.0,2.0,3,3,8.546011825078056
233,38,No,Travel_Rarely,Human Resources,2,4,Medical,Male,1,Human Resources,Single,20140,3.0,17,1,8.0,5,0,0,0,3.0,1.0,2.0,4,3,6.6112148594375
234,43,No,Travel_Frequently,Sales,4,3,Medical,Female,2,Healthcare Representative,Divorced,34190,3.0,11,1,10.0,5,8,4,7,4.0,3.0,3.0,3,3,8.906508255243056
235,48,No,Travel_Rarely,Research & Development,8,1,Medical,Male,2,Laboratory Technician,Married,53760,7.0,13,1,21.0,3,3,0,2,4.0,1.0,1.0,4,3,6.6784381972333335
236,44,No,Travel_Rarely,Sales,29,4,Marketing,Male,2,Sales Executive,Single,19510,4.0,22,3,10.0,4,2,0,2,1.0,3.0,4.0,4,4,6.138874386434445
237,34,No,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,1,Laboratory Technician,Divorced,23410,1.0,20,2,8.0,3,8,0,6,3.0,3.0,3.0,2,4,7.8621485943775
238,27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2,3.0,1.0,3.0,3,3,6.2227097278
239,21,No,Travel_Rarely,Sales,16,2,Life Sciences,Male,3,Sales Executive,Single,87260,1.0,11,1,3.0,2,3,1,2,3.0,3.0,3.0,1,3,6.681176929941945
240,44,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,1,Laboratory Technician,Married,40110,4.0,14,1,26.0,2,2,0,1,4.0,4.0,4.0,3,3,8.0619946452475
241,22,No,Travel_Rarely,Research & Development,2,2,Medical,Female,2,Laboratory Technician,Married,195450,0.0,14,0,3.0,3,2,2,2,1.0,3.0,3.0,2,3,5.5039223560908335
242,33,No,Travel_Rarely,Sales,13,4,Marketing,Female,2,Manufacturing Director,Divorced,45680,0.0,18,1,6.0,2,5,1,2,3.0,3.0,3.0,3,3,6.872726461401111
243,32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,1,Healthcare Representative,Married,30220,1.0,16,1,6.0,3,6,0,5,1.0,4.0,2.0,3,3,9.113620035698334
244,30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,Male,3,Manager,Divorced,57720,1.0,17,0,1.0,3,1,0,0,3.0,3.0,3.0,3,3,6.957549085229722
245,53,No,Travel_Rarely,Research & Development,24,3,Other,Female,3,Manager,Single,22690,7.0,11,1,18.0,2,14,8,10,4.0,1.0,4.0,2,3,6.7137829094152774
246,34,No,Travel_Rarely,Research & Development,1,5,Medical,Male,1,Research Scientist,Married,53810,1.0,12,0,10.0,0,10,8,8,2.0,4.0,2.0,3,3,7.139743418116667
247,45,Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,0,1.0,1.0,3.0,3,3,6.935332440874444
248,26,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,1,Manufacturing Director,Married,54540,1.0,13,1,3.0,5,3,0,2,3.0,4.0,3.0,4,3,9.763126952253334
249,37,No,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Manager,Married,98840,1.0,14,0,10.0,3,10,7,8,3.0,3.0,3.0,2,3,5.940423917893611
250,29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Healthcare Representative,Married,41570,1.0,17,3,6.0,2,6,1,2,2.0,3.0,2.0,3,3,6.400439535921389
251,35,No,Travel_Rarely,Research & Development,10,5,Medical,Female,4,Laboratory Technician,Single,134580,1.0,11,0,17.0,3,17,11,8,2.0,4.0,3.0,3,3,6.335101517179722
252,33,No,Travel_Frequently,Research & Development,8,3,Technical Degree,Male,2,Laboratory Technician,Divorced,90690,3.0,25,1,15.0,3,13,4,7,3.0,4.0,1.0,3,4,7.303647925033333
253,54,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,2,Sales Executive,Married,40140,2.0,19,1,16.0,4,9,7,1,3.0,2.0,4.0,2,3,5.867930611334167
254,36,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Divorced,59150,2.0,13,1,13.0,3,3,0,2,2.0,2.0,3.0,2,3,10.187155287817777
255,27,No,Travel_Rarely,Sales,9,3,Marketing,Male,5,Research Director,Single,59930,0.0,14,1,5.0,3,4,1,1,1.0,4.0,3.0,1,3,6.468837572512222
256,20,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,1,4.0,3.0,3.0,2,3,8.247884872824445
257,33,Yes,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,7,1.0,1.0,3.0,3,3,10.2773058902275
258,35,No,Non-Travel,Research & Development,2,1,Medical,Male,1,Research Scientist,Married,187400,1.0,19,1,1.0,2,1,0,0,3.0,3.0,3.0,4,3,6.244544846050833
259,23,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,76370,2.0,11,1,5.0,3,3,0,2,1.0,1.0,4.0,3,3,6.662835787594722
260,25,No,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manufacturing Director,Married,100960,0.0,11,1,4.0,3,3,1,2,4.0,2.0,3.0,3,3,7.434014948683611
261,38,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,5,Research Scientist,Single,147560,0.0,20,1,8.0,3,7,0,5,4.0,4.0,3.0,2,4,6.6076416778222224
262,29,No,Travel_Frequently,Sales,2,4,Life Sciences,Male,4,Healthcare Representative,Divorced,64990,1.0,18,3,10.0,3,10,2,8,2.0,4.0,3.0,2,3,7.178524096385278
263,48,No,Travel_Rarely,Research & Development,16,3,Technical Degree,Male,1,Sales Executive,Married,97240,3.0,13,0,12.0,2,2,2,2,2.0,2.0,3.0,4,3,6.556758143685833
264,27,No,Travel_Frequently,Sales,4,3,Technical Degree,Male,5,Laboratory Technician,Divorced,21940,1.0,12,0,6.0,5,6,0,4,4.0,4.0,3.0,3,3,8.350902498884167
265,37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,3,Manager,Single,33880,3.0,11,0,4.0,2,1,0,0,4.0,4.0,3.0,4,3,6.994064033913333
266,50,No,Travel_Rarely,Sales,5,3,Medical,Male,1,Laboratory Technician,Married,54730,1.0,19,1,20.0,2,20,3,8,4.0,3.0,3.0,4,3,9.009363007585833
267,34,No,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Healthcare Representative,Single,27030,1.0,21,1,9.0,2,8,7,7,4.0,2.0,4.0,3,4,6.355066934404166
268,24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,0,1.0,3.0,3.0,1,3,7.271326416778056
269,39,No,Travel_Rarely,Research & Development,12,5,Medical,Female,1,Sales Representative,Single,62200,1.0,14,2,20.0,2,20,11,10,4.0,3.0,3.0,3,3,6.281166889781111
270,32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,5,Research Scientist,Single,30380,1.0,11,0,10.0,5,10,0,8,4.0,4.0,2.0,1,3,7.423312137438611
271,50,Yes,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,3,2.0,3.0,3.0,2,3,8.106145693886388
272,38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,1,Sales Executive,Single,43120,0.0,12,1,10.0,2,9,1,8,2.0,4.0,2.0,2,3,6.7047991967869445
273,27,No,Travel_Rarely,Research & Development,10,3,Medical,Male,5,Research Scientist,Married,132450,1.0,23,1,9.0,3,9,0,7,3.0,1.0,3.0,2,4,6.039949799196667
274,32,No,Travel_Rarely,Sales,1,3,Medical,Male,2,Sales Executive,Single,136640,3.0,14,0,10.0,6,7,7,7,3.0,4.0,3.0,3,3,7.327186523873055
275,47,No,Travel_Rarely,Research & Development,2,3,Medical,Female,5,Sales Executive,Single,50210,2.0,17,0,20.0,3,7,1,7,4.0,1.0,3.0,3,3,6.231782686300556
276,40,No,Travel_Frequently,Research & Development,3,4,Medical,Female,3,Human Resources,Married,51260,5.0,18,0,20.0,2,18,1,12,4.0,1.0,3.0,3,3,8.373831994645
277,53,No,Travel_Rarely,Research & Development,7,1,Life Sciences,Male,2,Laboratory Technician,Married,28590,3.0,18,1,32.0,2,5,1,3,3.0,3.0,3.0,3,3,6.24047188755
278,41,No,Travel_Rarely,Sales,6,3,Medical,Male,1,Sales Executive,Divorced,102390,3.0,24,3,23.0,3,21,12,6,2.0,4.0,2.0,3,4,7.029294957608055
279,60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,5,Laboratory Technician,Single,53290,8.0,20,0,10.0,3,2,2,2,1.0,1.0,3.0,4,4,6.290203034359444
280,27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,Male,2,Manufacturing Director,Divorced,43250,1.0,14,0,9.0,2,9,1,7,4.0,1.0,2.0,2,3,6.991514948683611
281,41,No,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Manufacturing Director,Married,72600,1.0,16,0,22.0,2,22,2,10,4.0,3.0,3.0,3,3,5.771757028112222
282,50,No,Travel_Rarely,Sales,9,3,Life Sciences,Male,2,Research Scientist,Married,23220,7.0,25,1,4.0,0,2,2,2,4.0,2.0,3.0,4,4,6.734070727353611
283,28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,7,1.0,2.0,3.0,2,3,7.447954038375555
284,36,No,Non-Travel,Research & Development,10,4,Technical Degree,Female,2,Research Scientist,Married,41520,9.0,19,1,10.0,3,8,0,5,1.0,1.0,3.0,3,3,5.7542179830430555
285,38,No,Travel_Rarely,Research & Development,1,3,Medical,Female,3,Manager,Single,96190,4.0,13,1,10.0,2,1,0,0,3.0,3.0,4.0,3,3,9.025584560463889
286,44,No,Non-Travel,Research & Development,8,2,Life Sciences,Male,1,Research Scientist,Single,135030,2.0,12,0,9.0,6,5,1,4,1.0,3.0,3.0,2,3,5.9119422132975
287,47,No,Travel_Frequently,Research & Development,27,3,Life Sciences,Male,1,Research Scientist,Divorced,54410,9.0,22,1,28.0,6,22,11,13,4.0,3.0,2.0,2,4,7.638302097277778
288,30,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Sales Executive,Divorced,52090,7.0,14,1,10.0,3,8,7,7,3.0,4.0,2.0,3,3,7.0378201695669445
